id,seatNumber,isReserved,sessionId,userCpf,name,cpf
1246,46,0,25,,,
1247,47,0,25,,,
1248,48,0,25,,,
1249,49,0,25,,,
1250,50,0,25,,,
1251,01,0,26,,,
1252,02,0,26,,,
1253,03,0,26,,,
1254,04,0,26,,,
1255,05,0,26,,,
1256,06,0,26,,,
1257,07,0,26,,,
1258,08,0,26,,,
1259,09,0,26,,,
1260,10,0,26,,,
1261,11,0,26,,,
1262,12,0,26,,,
1263,13,0,26,,,
1264,14,0,26,,,
1265,15,0,26,,,
1266,16,0,26,,,
1267,17,0,26,,,
1268,18,0,26,,,
1269,19,0,26,,,
1270,20,0,26,,,
1271,21,0,26,,,
1272,22,0,26,,,
1273,23,0,26,,,
1274,24,0,26,,,
1275,25,0,26,,,
1276,26,0,26,,,
1277,27,0,26,,,
1278,28,0,26,,,
1279,29,0,26,,,
1280,30,0,26,,,
1281,31,0,26,,,
1282,32,0,26,,,
1283,33,0,26,,,
1284,34,0,26,,,
1285,35,0,26,,,
1286,36,0,26,,,
1287,37,0,26,,,
1288,38,0,26,,,
1289,39,0,26,,,
1290,40,0,26,,,
1291,41,0,26,,,
1292,42,0,26,,,
1293,43,0,26,,,
1294,44,0,26,,,
1295,45,0,26,,,
1296,46,0,26,,,
1297,47,0,26,,,
1298,48,0,26,,,
1299,49,0,26,,,
1300,50,0,26,,,
1301,01,0,27,,,
1302,02,0,27,,,
1303,03,0,27,,,
1304,04,0,27,,,
1305,05,0,27,,,
1306,06,0,27,,,
1307,07,0,27,,,
1308,08,0,27,,,
1309,09,0,27,,,
1310,10,0,27,,,
1311,11,0,27,,,
1312,12,0,27,,,
1313,13,0,27,,,
1314,14,0,27,,,
1315,15,0,27,,,
1316,16,0,27,,,
1317,17,0,27,,,
1318,18,0,27,,,
1319,19,0,27,,,
1320,20,0,27,,,
1321,21,0,27,,,
1322,22,0,27,,,
1323,23,0,27,,,
1324,24,0,27,,,
1325,25,0,27,,,
1326,26,0,27,,,
1327,27,0,27,,,
1328,28,0,27,,,
1329,29,0,27,,,
1330,30,0,27,,,
1331,31,0,27,,,
1332,32,0,27,,,
1333,33,0,27,,,
1334,34,0,27,,,
1335,35,0,27,,,
1336,36,0,27,,,
1337,37,0,27,,,
1338,38,0,27,,,
1339,39,0,27,,,
1340,40,0,27,,,
1341,41,0,27,,,
1342,42,0,27,,,
1343,43,0,27,,,
1344,44,0,27,,,
1345,45,0,27,,,
1346,46,0,27,,,
1347,47,0,27,,,
1348,48,0,27,,,
1349,49,0,27,,,
1350,50,0,27,,,
1351,01,0,28,,,
1352,02,0,28,,,
1353,03,0,28,,,
1354,04,0,28,,,
1355,05,0,28,,,
1356,06,0,28,,,
1357,07,0,28,,,
1358,08,0,28,,,
1359,09,0,28,,,
1360,10,0,28,,,
1361,11,0,28,,,
1362,12,0,28,,,
1363,13,0,28,,,
1364,14,0,28,,,
1365,15,0,28,,,
1366,16,0,28,,,
1367,17,0,28,,,
1368,18,0,28,,,
1369,19,0,28,,,
1370,20,0,28,,,
1371,21,0,28,,,
1372,22,0,28,,,
1373,23,0,28,,,
1374,24,0,28,,,
1375,25,0,28,,,
1376,26,0,28,,,
1377,27,0,28,,,
1378,28,0,28,,,
1379,29,0,28,,,
1380,30,0,28,,,
1381,31,0,28,,,
1382,32,0,28,,,
1383,33,0,28,,,
1384,34,0,28,,,
1385,35,0,28,,,
1386,36,0,28,,,
1387,37,0,28,,,
1388,38,0,28,,,
1389,39,0,28,,,
1390,40,0,28,,,
1391,41,0,28,,,
1392,42,0,28,,,
1393,43,0,28,,,
1394,44,0,28,,,
1395,45,0,28,,,
1396,46,0,28,,,
1397,47,0,28,,,
1398,48,0,28,,,
1399,49,0,28,,,
1400,50,0,28,,,
1401,01,0,29,,,
1402,02,0,29,,,
1403,03,0,29,,,
1404,04,0,29,,,
1405,05,0,29,,,
1406,06,0,29,,,
1407,07,0,29,,,
1408,08,0,29,,,
1409,09,0,29,,,
1410,10,0,29,,,
1411,11,0,29,,,
1412,12,0,29,,,
1413,13,0,29,,,
1414,14,0,29,,,
1415,15,0,29,,,
1416,16,0,29,,,
1417,17,0,29,,,
1418,18,0,29,,,
1419,19,0,29,,,
1420,20,0,29,,,
1421,21,0,29,,,
1422,22,0,29,,,
1423,23,0,29,,,
1424,24,0,29,,,
1425,25,0,29,,,
1426,26,0,29,,,
1427,27,0,29,,,
1428,28,0,29,,,
1429,29,0,29,,,
1430,30,0,29,,,
1431,31,0,29,,,
1432,32,0,29,,,
1433,33,0,29,,,
1434,34,0,29,,,
1435,35,0,29,,,
1436,36,0,29,,,
1437,37,0,29,,,
1438,38,0,29,,,
1439,39,0,29,,,
1440,40,0,29,,,
1441,41,0,29,,,
1442,42,0,29,,,
1443,43,0,29,,,
1444,44,0,29,,,
1445,45,0,29,,,
1446,46,0,29,,,
1447,47,0,29,,,
1448,48,0,29,,,
1449,49,0,29,,,
1450,50,0,29,,,
1451,01,0,30,,,
1452,02,0,30,,,
1453,03,0,30,,,
1454,04,0,30,,,
1455,05,0,30,,,
1456,06,0,30,,,
1457,07,0,30,,,
1458,08,0,30,,,
1459,09,0,30,,,
1460,10,0,30,,,
1461,11,0,30,,,
1462,12,0,30,,,
1463,13,0,30,,,
1464,14,0,30,,,
1465,15,0,30,,,
1466,16,0,30,,,
1467,17,0,30,,,
1468,18,0,30,,,
1469,19,0,30,,,
1470,20,0,30,,,
1471,21,0,30,,,
1472,22,0,30,,,
1473,23,0,30,,,
1474,24,0,30,,,
1475,25,0,30,,,
1476,26,0,30,,,
1477,27,0,30,,,
1478,28,0,30,,,
1479,29,0,30,,,
1480,30,0,30,,,
1481,31,0,30,,,
1482,32,0,30,,,
1483,33,0,30,,,
1484,34,0,30,,,
1485,35,0,30,,,
1486,36,0,30,,,
1487,37,0,30,,,
1488,38,0,30,,,
1489,39,0,30,,,
1490,40,0,30,,,
1491,41,0,30,,,
1492,42,0,30,,,
1493,43,0,30,,,
1494,44,0,30,,,
1495,45,0,30,,,
1496,46,0,30,,,
1497,47,0,30,,,
1498,48,0,30,,,
1499,49,0,30,,,
1500,50,0,30,,,
1501,01,0,31,,,
1502,02,0,31,,,
1503,03,0,31,,,
1504,04,0,31,,,
1505,05,0,31,,,
1506,06,0,31,,,
1507,07,0,31,,,
1508,08,0,31,,,
1509,09,0,31,,,
1510,10,0,31,,,
1511,11,0,31,,,
1512,12,0,31,,,
1513,13,0,31,,,
1514,14,0,31,,,
1515,15,0,31,,,
1516,16,0,31,,,
1517,17,0,31,,,
1518,18,0,31,,,
1519,19,0,31,,,
1520,20,0,31,,,
1521,21,0,31,,,
1522,22,0,31,,,
1523,23,0,31,,,
1524,24,0,31,,,
1525,25,0,31,,,
1526,26,0,31,,,
1527,27,0,31,,,
1528,28,0,31,,,
1529,29,0,31,,,
1530,30,0,31,,,
1531,31,0,31,,,
1532,32,0,31,,,
1533,33,0,31,,,
1534,34,0,31,,,
1535,35,0,31,,,
1536,36,0,31,,,
1537,37,0,31,,,
1538,38,0,31,,,
1539,39,0,31,,,
1540,40,0,31,,,
1541,41,0,31,,,
1542,42,0,31,,,
1543,43,0,31,,,
1544,44,0,31,,,
1545,45,0,31,,,
1546,46,0,31,,,
1547,47,0,31,,,
1548,48,0,31,,,
1549,49,0,31,,,
1550,50,0,31,,,
1551,01,0,32,,,
1552,02,0,32,,,
1553,03,0,32,,,
1554,04,0,32,,,
1555,05,0,32,,,
1556,06,0,32,,,
1557,07,0,32,,,
1558,08,0,32,,,
1559,09,0,32,,,
1560,10,0,32,,,
1561,11,0,32,,,
1562,12,0,32,,,
1563,13,0,32,,,
1564,14,0,32,,,
1565,15,0,32,,,
1566,16,0,32,,,
1567,17,0,32,,,
1568,18,0,32,,,
1569,19,0,32,,,
1570,20,0,32,,,
1571,21,0,32,,,
1572,22,0,32,,,
1573,23,0,32,,,
1574,24,0,32,,,
1575,25,0,32,,,
1576,26,0,32,,,
1577,27,0,32,,,
1578,28,0,32,,,
1579,29,0,32,,,
1580,30,0,32,,,
1581,31,0,32,,,
1582,32,0,32,,,
1583,33,0,32,,,
1584,34,0,32,,,
1585,35,0,32,,,
1586,36,0,32,,,
1587,37,0,32,,,
1588,38,0,32,,,
1589,39,0,32,,,
1590,40,0,32,,,
1591,41,0,32,,,
1592,42,0,32,,,
1593,43,0,32,,,
1594,44,0,32,,,
1595,45,0,32,,,
1596,46,0,32,,,
1597,47,0,32,,,
1598,48,0,32,,,
1599,49,0,32,,,
1600,50,0,32,,,
1601,01,0,33,,,
1602,02,0,33,,,
1603,03,0,33,,,
1604,04,0,33,,,
1605,05,0,33,,,
1606,06,0,33,,,
1607,07,0,33,,,
1608,08,0,33,,,
1609,09,0,33,,,
1610,10,0,33,,,
1611,11,0,33,,,
1612,12,0,33,,,
1613,13,0,33,,,
1614,14,0,33,,,
1615,15,0,33,,,
1616,16,0,33,,,
1617,17,0,33,,,
1618,18,0,33,,,
1619,19,0,33,,,
1620,20,0,33,,,
1621,21,0,33,,,
1622,22,0,33,,,
1623,23,0,33,,,
1624,24,0,33,,,
1625,25,0,33,,,
1626,26,0,33,,,
1627,27,0,33,,,
1628,28,0,33,,,
1629,29,0,33,,,
1630,30,0,33,,,
1631,31,0,33,,,
1632,32,0,33,,,
1633,33,0,33,,,
1634,34,0,33,,,
1635,35,0,33,,,
1636,36,0,33,,,
1637,37,0,33,,,
1638,38,0,33,,,
1639,39,0,33,,,
1640,40,0,33,,,
1641,41,0,33,,,
1642,42,0,33,,,
1643,43,0,33,,,
1644,44,0,33,,,
1645,45,0,33,,,
1646,46,0,33,,,
1647,47,0,33,,,
1648,48,0,33,,,
1649,49,0,33,,,
1650,50,0,33,,,
1651,01,0,34,,,
1652,02,0,34,,,
1653,03,0,34,,,
1654,04,0,34,,,
1655,05,0,34,,,
1656,06,0,34,,,
1657,07,0,34,,,
1658,08,0,34,,,
1659,09,0,34,,,
1660,10,0,34,,,
1661,11,0,34,,,
1662,12,0,34,,,
1663,13,0,34,,,
1664,14,0,34,,,
1665,15,0,34,,,
1666,16,0,34,,,
1667,17,0,34,,,
1668,18,0,34,,,
1669,19,0,34,,,
1670,20,0,34,,,
1671,21,0,34,,,
1672,22,0,34,,,
1673,23,0,34,,,
1674,24,0,34,,,
1675,25,0,34,,,
1676,26,0,34,,,
1677,27,0,34,,,
1678,28,0,34,,,
1679,29,0,34,,,
1680,30,0,34,,,
1681,31,0,34,,,
1682,32,0,34,,,
1683,33,0,34,,,
1684,34,0,34,,,
1685,35,0,34,,,
1686,36,0,34,,,
1687,37,0,34,,,
1688,38,0,34,,,
1689,39,0,34,,,
1690,40,0,34,,,
1691,41,0,34,,,
1692,42,0,34,,,
1693,43,0,34,,,
1694,44,0,34,,,
1695,45,0,34,,,
1696,46,0,34,,,
1697,47,0,34,,,
1698,48,0,34,,,
1699,49,0,34,,,
1700,50,0,34,,,
1701,01,0,35,,,
1702,02,0,35,,,
1703,03,0,35,,,
1704,04,0,35,,,
1705,05,0,35,,,
1706,06,0,35,,,
1707,07,0,35,,,
1708,08,0,35,,,
1709,09,0,35,,,
1710,10,0,35,,,
1711,11,0,35,,,
1712,12,0,35,,,
1713,13,0,35,,,
1714,14,0,35,,,
1715,15,0,35,,,
1716,16,0,35,,,
1717,17,0,35,,,
1718,18,0,35,,,
1719,19,0,35,,,
1720,20,0,35,,,
1721,21,0,35,,,
1722,22,0,35,,,
1723,23,0,35,,,
1724,24,0,35,,,
1725,25,0,35,,,
1726,26,0,35,,,
1727,27,0,35,,,
1728,28,0,35,,,
1729,29,0,35,,,
1730,30,0,35,,,
1731,31,0,35,,,
1732,32,0,35,,,
1733,33,0,35,,,
1734,34,0,35,,,
1735,35,0,35,,,
1736,36,0,35,,,
1737,37,0,35,,,
1738,38,0,35,,,
1739,39,0,35,,,
1740,40,0,35,,,
1741,41,0,35,,,
1742,42,0,35,,,
1743,43,0,35,,,
1744,44,0,35,,,
1745,45,0,35,,,
1746,46,0,35,,,
1747,47,0,35,,,
1748,48,0,35,,,
1749,49,0,35,,,
1750,50,0,35,,,
1751,01,0,36,,,
1752,02,0,36,,,
1753,03,0,36,,,
1754,04,0,36,,,
1755,05,0,36,,,
1756,06,0,36,,,
1757,07,0,36,,,
1758,08,0,36,,,
1759,09,0,36,,,
1760,10,0,36,,,
1761,11,0,36,,,
1762,12,0,36,,,
1763,13,0,36,,,
1764,14,0,36,,,
1765,15,0,36,,,
1766,16,0,36,,,
1767,17,0,36,,,
1768,18,0,36,,,
1769,19,0,36,,,
1770,20,0,36,,,
1771,21,0,36,,,
1772,22,0,36,,,
1773,23,0,36,,,
1774,24,0,36,,,
1775,25,0,36,,,
1776,26,0,36,,,
1777,27,0,36,,,
1778,28,0,36,,,
1779,29,0,36,,,
1780,30,0,36,,,
1781,31,0,36,,,
1782,32,0,36,,,
1783,33,0,36,,,
1784,34,0,36,,,
1785,35,0,36,,,
1786,36,0,36,,,
1787,37,0,36,,,
1788,38,0,36,,,
1789,39,0,36,,,
1790,40,0,36,,,
1791,41,0,36,,,
1792,42,0,36,,,
1793,43,0,36,,,
1794,44,0,36,,,
1795,45,0,36,,,
1796,46,0,36,,,
1797,47,0,36,,,
1798,48,0,36,,,
1799,49,0,36,,,
1800,50,0,36,,,
1801,01,0,37,,,
1802,02,0,37,,,
1803,03,0,37,,,
1804,04,0,37,,,
1805,05,0,37,,,
1806,06,0,37,,,
1807,07,0,37,,,
1808,08,0,37,,,
1809,09,0,37,,,
1810,10,0,37,,,
1811,11,0,37,,,
1812,12,0,37,,,
1813,13,0,37,,,
1814,14,0,37,,,
1815,15,0,37,,,
1816,16,0,37,,,
1817,17,0,37,,,
1818,18,0,37,,,
1819,19,0,37,,,
1820,20,0,37,,,
1821,21,0,37,,,
1822,22,0,37,,,
1823,23,0,37,,,
1824,24,0,37,,,
1825,25,0,37,,,
1826,26,0,37,,,
1827,27,0,37,,,
1828,28,0,37,,,
1829,29,0,37,,,
1830,30,0,37,,,
1831,31,0,37,,,
1832,32,0,37,,,
1833,33,0,37,,,
1834,34,0,37,,,
1835,35,0,37,,,
1836,36,0,37,,,
1837,37,0,37,,,
1838,38,0,37,,,
1839,39,0,37,,,
1840,40,0,37,,,
1841,41,0,37,,,
1842,42,0,37,,,
1843,43,0,37,,,
1844,44,0,37,,,
1845,45,0,37,,,
1846,46,0,37,,,
1847,47,0,37,,,
1848,48,0,37,,,
1849,49,0,37,,,
1850,50,0,37,,,
1851,01,0,38,,,
1852,02,0,38,,,
1853,03,0,38,,,
1854,04,0,38,,,
1855,05,0,38,,,
1856,06,0,38,,,
1857,07,0,38,,,
1858,08,0,38,,,
1859,09,0,38,,,
1860,10,0,38,,,
1861,11,0,38,,,
1862,12,0,38,,,
1863,13,0,38,,,
1864,14,0,38,,,
1865,15,0,38,,,
1866,16,0,38,,,
1867,17,0,38,,,
1868,18,0,38,,,
1869,19,0,38,,,
1870,20,0,38,,,
1871,21,0,38,,,
1872,22,0,38,,,
1873,23,0,38,,,
1874,24,0,38,,,
1875,25,0,38,,,
1876,26,0,38,,,
1877,27,0,38,,,
1878,28,0,38,,,
1879,29,0,38,,,
1880,30,0,38,,,
1881,31,0,38,,,
1882,32,0,38,,,
1883,33,0,38,,,
1884,34,0,38,,,
1885,35,0,38,,,
1886,36,0,38,,,
1887,37,0,38,,,
1888,38,0,38,,,
1889,39,0,38,,,
1890,40,0,38,,,
1891,41,0,38,,,
1892,42,0,38,,,
1893,43,0,38,,,
1894,44,0,38,,,
1895,45,0,38,,,
1896,46,0,38,,,
1897,47,0,38,,,
1898,48,0,38,,,
1899,49,0,38,,,
1900,50,0,38,,,
1901,01,0,39,,,
1902,02,0,39,,,
1903,03,0,39,,,
1904,04,0,39,,,
1905,05,0,39,,,
1906,06,0,39,,,
1907,07,0,39,,,
1908,08,0,39,,,
1909,09,0,39,,,
1910,10,0,39,,,
1911,11,0,39,,,
1912,12,0,39,,,
1913,13,0,39,,,
1914,14,0,39,,,
1915,15,0,39,,,
1916,16,0,39,,,
1917,17,0,39,,,
1918,18,0,39,,,
1919,19,0,39,,,
1920,20,0,39,,,
1921,21,0,39,,,
1922,22,0,39,,,
1923,23,0,39,,,
1924,24,0,39,,,
1925,25,0,39,,,
1926,26,0,39,,,
1927,27,0,39,,,
1928,28,0,39,,,
1929,29,0,39,,,
1930,30,0,39,,,
1931,31,0,39,,,
1932,32,0,39,,,
1933,33,0,39,,,
1934,34,0,39,,,
1935,35,0,39,,,
1936,36,0,39,,,
1937,37,0,39,,,
1938,38,0,39,,,
1939,39,0,39,,,
1940,40,0,39,,,
1941,41,0,39,,,
1942,42,0,39,,,
1943,43,0,39,,,
1944,44,0,39,,,
1945,45,0,39,,,
1946,46,0,39,,,
1947,47,0,39,,,
1948,48,0,39,,,
1949,49,0,39,,,
1950,50,0,39,,,
1951,01,0,40,,,
1952,02,0,40,,,
1953,03,0,40,,,
1954,04,0,40,,,
1955,05,0,40,,,
1956,06,0,40,,,
1957,07,0,40,,,
1958,08,0,40,,,
1959,09,0,40,,,
1960,10,0,40,,,
1961,11,0,40,,,
1962,12,0,40,,,
1963,13,0,40,,,
1964,14,0,40,,,
1965,15,0,40,,,
1966,16,0,40,,,
1967,17,0,40,,,
1968,18,0,40,,,
1969,19,0,40,,,
1970,20,0,40,,,
1971,21,0,40,,,
1972,22,0,40,,,
1973,23,0,40,,,
1974,24,0,40,,,
1975,25,0,40,,,
1976,26,0,40,,,
1977,27,0,40,,,
1978,28,0,40,,,
1979,29,0,40,,,
1980,30,0,40,,,
1981,31,0,40,,,
1982,32,0,40,,,
1983,33,0,40,,,
1984,34,0,40,,,
1985,35,0,40,,,
1986,36,0,40,,,
1987,37,0,40,,,
1988,38,0,40,,,
1989,39,0,40,,,
1990,40,0,40,,,
1991,41,0,40,,,
1992,42,0,40,,,
1993,43,0,40,,,
1994,44,0,40,,,
1995,45,0,40,,,
1996,46,0,40,,,
1997,47,0,40,,,
1998,48,0,40,,,
1999,49,0,40,,,
2000,50,0,40,,,
2001,01,0,41,,,
2002,02,0,41,,,
2003,03,0,41,,,
2004,04,0,41,,,
2005,05,0,41,,,
2006,06,0,41,,,
2007,07,0,41,,,
2008,08,0,41,,,
2009,09,0,41,,,
2010,10,0,41,,,
2011,11,0,41,,,
2012,12,0,41,,,
2013,13,0,41,,,
2014,14,0,41,,,
2015,15,0,41,,,
2016,16,0,41,,,
2017,17,0,41,,,
2018,18,0,41,,,
2019,19,0,41,,,
2020,20,0,41,,,
2021,21,0,41,,,
2022,22,0,41,,,
2023,23,0,41,,,
2024,24,0,41,,,
2025,25,0,41,,,
2026,26,0,41,,,
2027,27,0,41,,,
2028,28,0,41,,,
2029,29,0,41,,,
2030,30,0,41,,,
2031,31,0,41,,,
2032,32,0,41,,,
2033,33,0,41,,,
2034,34,0,41,,,
2035,35,0,41,,,
2036,36,0,41,,,
2037,37,0,41,,,
2038,38,0,41,,,
2039,39,0,41,,,
2040,40,0,41,,,
2041,41,0,41,,,
2042,42,0,41,,,
2043,43,0,41,,,
2044,44,0,41,,,
2045,45,0,41,,,
2046,46,0,41,,,
2047,47,0,41,,,
2048,48,0,41,,,
2049,49,0,41,,,
2050,50,0,41,,,
2051,01,0,42,,,
2052,02,0,42,,,
2053,03,0,42,,,
2054,04,0,42,,,
2055,05,0,42,,,
2056,06,0,42,,,
2057,07,0,42,,,
2058,08,0,42,,,
2059,09,0,42,,,
2060,10,0,42,,,
2061,11,0,42,,,
2062,12,0,42,,,
2063,13,0,42,,,
2064,14,0,42,,,
2065,15,0,42,,,
2066,16,0,42,,,
2067,17,0,42,,,
2068,18,0,42,,,
2069,19,0,42,,,
2070,20,0,42,,,
2071,21,0,42,,,
2072,22,0,42,,,
2073,23,0,42,,,
2074,24,0,42,,,
2075,25,0,42,,,
2076,26,0,42,,,
2077,27,0,42,,,
2078,28,0,42,,,
2079,29,0,42,,,
2080,30,0,42,,,
2081,31,0,42,,,
2082,32,0,42,,,
2083,33,0,42,,,
2084,34,0,42,,,
2085,35,0,42,,,
2086,36,0,42,,,
2087,37,0,42,,,
2088,38,0,42,,,
2089,39,0,42,,,
2090,40,0,42,,,
2091,41,0,42,,,
2092,42,0,42,,,
2093,43,0,42,,,
2094,44,0,42,,,
2095,45,0,42,,,
2096,46,0,42,,,
2097,47,0,42,,,
2098,48,0,42,,,
2099,49,0,42,,,
2100,50,0,42,,,
2101,01,0,43,,,
2102,02,0,43,,,
2103,03,0,43,,,
2104,04,0,43,,,
2105,05,0,43,,,
2106,06,0,43,,,
2107,07,0,43,,,
2108,08,0,43,,,
2109,09,0,43,,,
2110,10,0,43,,,
2111,11,0,43,,,
2112,12,0,43,,,
2113,13,0,43,,,
2114,14,0,43,,,
2115,15,0,43,,,
2116,16,0,43,,,
2117,17,0,43,,,
2118,18,0,43,,,
2119,19,0,43,,,
2120,20,0,43,,,
2121,21,0,43,,,
2122,22,0,43,,,
2123,23,0,43,,,
2124,24,0,43,,,
2125,25,0,43,,,
2126,26,0,43,,,
2127,27,0,43,,,
2128,28,0,43,,,
2129,29,0,43,,,
2130,30,0,43,,,
2131,31,0,43,,,
2132,32,0,43,,,
2133,33,0,43,,,
2134,34,0,43,,,
2135,35,0,43,,,
2136,36,0,43,,,
2137,37,0,43,,,
2138,38,0,43,,,
2139,39,0,43,,,
2140,40,0,43,,,
2141,41,0,43,,,
2142,42,0,43,,,
2143,43,0,43,,,
2144,44,0,43,,,
2145,45,0,43,,,
2146,46,0,43,,,
2147,47,0,43,,,
2148,48,0,43,,,
2149,49,0,43,,,
2150,50,0,43,,,
2151,01,0,44,,,
2152,02,0,44,,,
2153,03,0,44,,,
2154,04,0,44,,,
2155,05,0,44,,,
2156,06,0,44,,,
2157,07,0,44,,,
2158,08,0,44,,,
2159,09,0,44,,,
2160,10,0,44,,,
2161,11,0,44,,,
2162,12,0,44,,,
2163,13,0,44,,,
2164,14,0,44,,,
2165,15,0,44,,,
2166,16,0,44,,,
2167,17,0,44,,,
2168,18,0,44,,,
2169,19,0,44,,,
2170,20,0,44,,,
2171,21,0,44,,,
2172,22,0,44,,,
2173,23,0,44,,,
2174,24,0,44,,,
2175,25,0,44,,,
2176,26,0,44,,,
2177,27,0,44,,,
2178,28,0,44,,,
2179,29,0,44,,,
2180,30,0,44,,,
2181,31,0,44,,,
2182,32,0,44,,,
2183,33,0,44,,,
2184,34,0,44,,,
2185,35,0,44,,,
2186,36,0,44,,,
2187,37,0,44,,,
2188,38,0,44,,,
2189,39,0,44,,,
2190,40,0,44,,,
2191,41,0,44,,,
2192,42,0,44,,,
2193,43,0,44,,,
2194,44,0,44,,,
2195,45,0,44,,,
2196,46,0,44,,,
2197,47,0,44,,,
2198,48,0,44,,,
2199,49,0,44,,,
2200,50,0,44,,,
2201,01,0,45,,,
2202,02,0,45,,,
2203,03,0,45,,,
2204,04,0,45,,,
2205,05,0,45,,,
2206,06,0,45,,,
2207,07,0,45,,,
2208,08,0,45,,,
2209,09,0,45,,,
2210,10,0,45,,,
2211,11,0,45,,,
2212,12,0,45,,,
2213,13,0,45,,,
2214,14,0,45,,,
2215,15,0,45,,,
2216,16,0,45,,,
2217,17,0,45,,,
2218,18,0,45,,,
2219,19,0,45,,,
2220,20,0,45,,,
2221,21,0,45,,,
2222,22,0,45,,,
2223,23,0,45,,,
2224,24,0,45,,,
2225,25,0,45,,,
2226,26,0,45,,,
2227,27,0,45,,,
2228,28,0,45,,,
2229,29,0,45,,,
2230,30,0,45,,,
2231,31,0,45,,,
2232,32,0,45,,,
2233,33,0,45,,,
2234,34,0,45,,,
2235,35,0,45,,,
2236,36,0,45,,,
2237,37,0,45,,,
2238,38,0,45,,,
2239,39,0,45,,,
2240,40,0,45,,,
2241,41,0,45,,,
2242,42,0,45,,,
2243,43,0,45,,,
2244,44,0,45,,,
2245,45,0,45,,,
2246,46,0,45,,,
2247,47,0,45,,,
2248,48,0,45,,,
2249,49,0,45,,,
2250,50,0,45,,,
2251,01,0,46,,,
2252,02,0,46,,,
2253,03,0,46,,,
2254,04,0,46,,,
2255,05,0,46,,,
2256,06,0,46,,,
2257,07,0,46,,,
2258,08,0,46,,,
2259,09,0,46,,,
2260,10,0,46,,,
2261,11,0,46,,,
2262,12,0,46,,,
2263,13,0,46,,,
2264,14,0,46,,,
2265,15,0,46,,,
2266,16,0,46,,,
2267,17,0,46,,,
2268,18,0,46,,,
2269,19,0,46,,,
2270,20,0,46,,,
2271,21,0,46,,,
2272,22,0,46,,,
2273,23,0,46,,,
2274,24,0,46,,,
2275,25,0,46,,,
2276,26,0,46,,,
2277,27,0,46,,,
2278,28,0,46,,,
2279,29,0,46,,,
2280,30,0,46,,,
2281,31,0,46,,,
2282,32,0,46,,,
2283,33,0,46,,,
2284,34,0,46,,,
2285,35,0,46,,,
2286,36,0,46,,,
2287,37,0,46,,,
2288,38,0,46,,,
2289,39,0,46,,,
2290,40,0,46,,,
2291,41,0,46,,,
2292,42,0,46,,,
2293,43,0,46,,,
2294,44,0,46,,,
2295,45,0,46,,,
2296,46,0,46,,,
2297,47,0,46,,,
2298,48,0,46,,,
2299,49,0,46,,,
2300,50,0,46,,,
2301,01,0,47,,,
2302,02,0,47,,,
2303,03,0,47,,,
2304,04,0,47,,,
2305,05,0,47,,,
2306,06,0,47,,,
2307,07,0,47,,,
2308,08,0,47,,,
2309,09,0,47,,,
2310,10,0,47,,,
2311,11,0,47,,,
2312,12,0,47,,,
2313,13,0,47,,,
2314,14,0,47,,,
2315,15,0,47,,,
2316,16,0,47,,,
2317,17,0,47,,,
2318,18,0,47,,,
2319,19,0,47,,,
2320,20,0,47,,,
2321,21,0,47,,,
2322,22,0,47,,,
2323,23,0,47,,,
2324,24,0,47,,,
2325,25,0,47,,,
2326,26,0,47,,,
2327,27,0,47,,,
2328,28,0,47,,,
2329,29,0,47,,,
2330,30,0,47,,,
2331,31,0,47,,,
2332,32,0,47,,,
2333,33,0,47,,,
2334,34,0,47,,,
2335,35,0,47,,,
2336,36,0,47,,,
2337,37,0,47,,,
2338,38,0,47,,,
2339,39,0,47,,,
2340,40,0,47,,,
2341,41,0,47,,,
2342,42,0,47,,,
2343,43,0,47,,,
2344,44,0,47,,,
2345,45,0,47,,,
2346,46,0,47,,,
2347,47,0,47,,,
2348,48,0,47,,,
2349,49,0,47,,,
2350,50,0,47,,,
2351,01,0,48,,,
2352,02,0,48,,,
2353,03,0,48,,,
2354,04,0,48,,,
2355,05,0,48,,,
2356,06,0,48,,,
2357,07,0,48,,,
2358,08,0,48,,,
2359,09,0,48,,,
2360,10,0,48,,,
2361,11,0,48,,,
2362,12,0,48,,,
2363,13,0,48,,,
2364,14,0,48,,,
2365,15,0,48,,,
2366,16,0,48,,,
2367,17,0,48,,,
2368,18,0,48,,,
2369,19,0,48,,,
2370,20,0,48,,,
2371,21,0,48,,,
2372,22,0,48,,,
2373,23,0,48,,,
2374,24,0,48,,,
2375,25,0,48,,,
2376,26,0,48,,,
2377,27,0,48,,,
2378,28,0,48,,,
2379,29,0,48,,,
2380,30,0,48,,,
2381,31,0,48,,,
2382,32,0,48,,,
2383,33,0,48,,,
2384,34,0,48,,,
2385,35,0,48,,,
2386,36,0,48,,,
2387,37,0,48,,,
2388,38,0,48,,,
2389,39,0,48,,,
2390,40,0,48,,,
2391,41,0,48,,,
2392,42,0,48,,,
2393,43,0,48,,,
2394,44,0,48,,,
2395,45,0,48,,,
2396,46,0,48,,,
2397,47,0,48,,,
2398,48,0,48,,,
2399,49,0,48,,,
2400,50,0,48,,,
2401,01,0,49,,,
2402,02,0,49,,,
2403,03,0,49,,,
2404,04,0,49,,,
2405,05,0,49,,,
2406,06,0,49,,,
2407,07,0,49,,,
2408,08,0,49,,,
2409,09,0,49,,,
